	SRR5440795.trimmed.Athaliana.bam	SRR5440804.trimmed.Athaliana.bam	SRR5440813.trimmed.Athaliana.bam	SRR5440822.trimmed.Athaliana.bam	SRR5440831.trimmed.Athaliana.bam	SRR5440840.trimmed.Athaliana.bam
AT5G63660	17	14	6	12	34	17
AT5G63670	499	523	436	349	356	406
AT5G63680	1712	2069	1717	1555	1289	2184
AT5G63690	18	22	24	16	21	25
AT5G63700	293	283	306	193	230	229
AT5G63710	697	713	588	551	569	694
AT5G63715	0	0	0	0	0	0
AT5G63720	0	0	0	0	0	0
AT5G63730	0	0	0	0	0	1
AT5G63740	0	0	0	0	0	0
AT5G63750	16	18	14	12	16	15
AT5G63760	535	543	398	434	425	685
AT5G63770	567	592	468	807	790	1403
AT5G63780	339	390	365	421	377	558
AT5G63790	4693	3224	3498	5329	5286	7611
AT5G63800	660	814	741	309	236	361
AT5G63810	198	227	202	172	159	194
AT5G63820	22	10	11	16	16	13
AT5G63830	150	216	141	184	227	316
AT5G63840	2355	3181	2403	2097	1901	3029
AT5G63850	5211	5366	4394	3099	3111	4081
AT5G63860	1884	2367	1742	1237	1223	1884
AT5G63870	871	1021	800	520	502	753
AT5G63880	600	611	497	308	342	523
AT5G63890	841	1135	953	985	919	1226
AT5G63900	1	2	3	1	2	3
AT5G63905	291	280	249	92	96	144
AT5G63910	729	798	670	457	412	652
AT5G63920	112	108	102	85	110	108
AT5G63930	529	506	355	281	328	504
AT5G63940	839	1047	861	592	574	786
AT5G63950	561	631	507	361	356	496
AT5G63960	355	405	391	266	325	413
AT5G63970	232	287	186	109	164	235
AT5G63980	857	870	827	539	482	778
AT5G63990	397	449	338	217	207	320
AT5G09175	1041	1230	864	375	330	601
AT5G64000	1014	1205	846	366	321	586
AT5G64010	163	177	152	112	84	95
AT5G64020	737	822	631	495	459	743
AT5G64030	1171	1549	1239	1285	1272	1629
AT5G64040	4579	4094	5164	2811	2137	2362
AT5G64050	904	1032	832	916	880	1225
AT5G64060	28	42	27	31	45	42
AT5G64070	2856	3207	2453	1997	1995	3203
AT5G64080	144	168	161	177	225	237
AT5G64090	652	800	635	401	389	630
AT5G64100	709	191	224	147	116	288
AT5G64110	1169	776	754	845	775	1206
AT5G64120	33892	10244	6983	2689	1861	8303
AT5G64130	1780	1350	1207	1135	1108	1595
AT5G64140	1080	1209	1088	1889	1913	2302
AT5G64150	289	282	244	285	328	381
AT5G09185	37	45	42	45	71	58
AT5G64160	615	598	529	500	446	658
AT5G64170	2860	3236	2937	1974	1875	2706
AT5G64180	436	549	418	283	248	371
AT5G64190	47	104	41	19	18	68
AT5G64200	1213	1476	1142	1509	1597	2047
AT5G64210	0	1	0	0	0	0
AT5G64220	1226	1358	1096	713	740	1116
AT5G64230	314	300	236	520	623	851
AT5G64240	1431	1250	1004	749	766	847
AT5G64250	2640	1928	1627	1897	2268	2487
AT5G64260	8899	3434	5594	1845	1823	3789
AT5G64270	3670	5012	3540	3100	2719	5099
AT5G64280	515	670	577	334	325	396
AT5G64290	1811	2440	1930	1698	1295	2206
AT5G64300	1698	1615	1350	2682	2619	3737
AT5G64310	479	347	379	357	420	683
AT5G64320	103	98	88	111	122	150
AT5G64330	983	1140	1017	772	696	1011
AT5G64340	1596	1568	1336	716	762	943
AT5G64350	2980	3119	2554	2308	2284	3001
AT5G64360	379	394	302	308	314	377
AT5G64370	3022	3415	2615	1219	937	1767
AT5G64380	139	111	134	57	54	57
AT5G64390	1020	1170	834	583	578	1165
AT5G64400	7052	7407	5901	6037	4615	8222
AT5G64395	20	12	7	11	18	12
AT5G64401	35	37	30	53	39	49
AT5G64410	2217	2324	1793	233	211	438
AT5G64420	862	1137	851	1782	2058	3136
AT5G64430	1680	2428	1966	1050	789	1675
AT5G64440	2221	2563	1760	1071	921	1647
AT5G09190	3	2	0	2	2	1
AT5G64450	23	20	20	11	12	13
AT5G64460	415	486	450	289	285	311
AT5G64470	232	228	190	151	161	207
AT5G64480	176	210	142	152	112	150
AT5G64490	24	20	10	16	15	21
AT5G64500	1294	1544	1298	722	676	1082
AT5G64505	0	0	0	2	0	0
AT5G64510	355	500	356	243	166	244
AT5G09195	3	4	2	2	2	3
AT5G64520	102	96	80	57	53	46
AT5G09200	1	5	1	0	0	0
AT5G09205	1	5	1	0	0	0
AT5G64530	319	505	409	45	49	70
AT5G64540	3	5	6	1	1	3
AT5G64550	2141	3200	2415	2180	1781	2701
AT5G64560	499	597	463	396	448	557
AT5G64570	2637	2911	2679	2611	2607	2909
AT5G64572	1593	1777	1586	1748	1752	1793
AT5G64580	552	635	569	504	519	601
AT5G64590	0	1	0	0	0	0
AT5G64600	326	364	288	225	181	309
AT5G64610	565	665	566	455	480	577
AT5G64620	329	395	375	320	301	352
AT5G64630	78	105	114	77	58	85
AT5G64640	200	232	228	199	150	218
AT5G64650	211	263	224	177	220	212
AT5G64660	844	482	371	276	350	652
AT5G64667	12	8	15	7	6	16
AT5G64670	582	731	621	775	804	907
AT5G64680	309	365	278	499	533	677
AT5G09215	4	1	10	8	7	8
AT5G09235	4	1	11	9	7	9
AT5G64687	26	25	28	28	27	45
AT5G64690	9	13	13	7	5	10
AT5G64700	40	43	52	113	97	178
AT5G09245	0	0	0	0	0	0
AT5G64710	31	53	37	91	117	102
AT5G64720	0	1	0	0	0	1
AT5G64730	257	280	247	228	259	374
AT5G64735	0	0	0	0	0	0
AT5G64740	5921	7408	7004	4313	3518	6676
AT5G09255	0	0	0	0	0	0
AT5G64750	64	21	10	55	83	181
AT5G64760	309	364	300	250	235	350
AT5G64770	313	304	343	99	43	103
AT5G64780	201	201	186	51	49	81
AT5G64790	6	5	4	5	10	25
AT5G64800	37	34	41	11	12	21
AT5G09265	4	6	8	0	1	7
AT5G64810	446	480	310	191	244	534
AT5G64813	719	879	701	463	487	748
AT5G64816	196	224	207	173	201	214
AT5G09275	178	210	193	159	177	186
AT5G64820	1	1	3	1	0	0
AT5G64830	299	325	268	308	285	386
AT5G64840	4830	5051	4766	2927	2489	3984
AT5G64850	497	382	397	413	398	465
AT5G64855	2	1	0	0	1	0
AT5G64860	286	427	319	217	234	242
AT5G64870	80	109	87	31	46	48
AT5G64880	236	234	212	121	126	164
AT5G64890	183	62	37	16	33	63
AT5G64900	55	43	38	39	34	46
AT5G64905	164	51	38	24	42	64
AT5G64910	97	120	76	110	118	140
AT5G64920	750	671	674	564	605	768
AT5G09285	241	236	225	214	220	265
AT5G64930	723	771	603	544	535	798
AT5G64940	3544	4204	3689	2560	2412	3216
AT5G64950	61	68	45	84	89	100
AT5G64960	1919	2183	1835	2053	2157	2848
AT5G64970	754	841	716	937	947	1236
AT5G64980	60	71	56	74	81	82
AT5G64990	53	41	40	51	45	65
AT5G65000	294	369	261	471	466	628
AT5G65005	0	0	0	0	0	2
AT5G65010	620	802	867	19230	18873	26623
AT5G65015	0	0	0	12	3	8
AT5G65020	1111	1179	1126	1043	932	1165
AT5G65030	21	10	11	98	165	179
AT5G65040	609	621	526	349	328	444
AT5G09295	33	31	20	47	71	56
AT5G65050	700	721	586	667	729	853
AT5G65060	376	365	283	242	278	412
AT5G65070	72	59	57	36	46	58
AT5G65080	86	93	86	73	60	101
AT5G65090	81	145	89	119	106	151
AT5G65100	0	2	0	0	0	0
AT5G65110	2091	2345	1680	1511	1460	3044
AT5G65120	102	120	101	94	103	121
AT5G65130	2	1	2	1	1	1
AT5G65140	336	311	262	451	556	775
AT5G65158	1	0	0	0	0	0
AT5G65160	27	26	24	22	17	18
AT5G65165	0	0	2	1	0	1
AT5G65170	163	187	141	103	116	150
AT5G65180	327	366	339	405	432	599
AT5G65200	634	674	532	134	145	258
AT5G65205	67	84	56	52	43	53
AT5G65207	188	189	162	77	129	113
AT5G09305	0	0	0	0	0	1
AT5G65210	1132	864	721	1961	1943	3365
AT5G65220	1593	1452	1515	1105	1119	1168
AT5G65225	6	9	10	8	8	9
AT5G09325	2	3	6	3	3	3
AT5G65230	132	191	148	97	71	86
AT5G65240	677	619	515	439	489	739
AT5G65250	453	475	395	374	371	495
AT5G65260	1065	1126	905	749	745	979
AT5G65270	1118	1213	1055	1170	932	1579
AT5G65274	0	5	0	0	0	0
AT5G65280	115	122	113	79	103	111
AT5G65290	496	564	462	396	334	564
AT5G65300	152	137	129	149	201	307
AT5G65305	0	0	0	0	0	0
AT5G65310	2230	2212	2105	2201	2271	3277
AT5G65320	61	93	84	41	46	98
AT5G65330	2	1	6	4	9	17
AT5G09335	0	1	3	0	0	0
AT5G65340	2	3	1	6	6	2
AT5G65350	8	13	9	8	15	10
AT5G65360	765	859	901	588	603	629
AT5G65370	0	0	0	0	0	0
AT5G65380	2120	2667	1979	2222	2037	3563
AT5G65390	930	1115	1108	1317	1410	2061
AT5G65400	167	190	164	128	178	199
AT5G65410	371	475	507	427	390	447
AT5G09365	2	0	1	1	1	0
AT5G09375	2	0	1	1	1	0
AT5G65420	40	63	52	30	30	31
AT5G65430	4120	4255	3591	2988	2547	4627
AT5G65440	966	1210	985	929	1043	1319
AT5G65445	0	0	0	1	1	0
AT5G65450	266	287	235	288	361	419
AT5G65460	612	650	548	318	368	513
AT5G65470	1016	1353	1195	1044	918	1768
AT5G65480	1570	1576	1590	763	646	945
AT5G09385	245	215	199	90	84	118
AT5G65490	495	509	441	588	707	796
AT5G65495	285	331	240	225	231	349
AT5G65500	18	24	27	7	10	14
AT5G65510	100	137	98	80	81	146
AT5G65520	219	267	219	181	175	238
AT5G65530	96	124	116	59	61	81
AT5G65535	0	0	0	0	0	0
AT5G65540	387	459	416	297	343	463
AT5G09395	24	32	24	36	24	39
AT5G65550	15	15	13	11	9	14
AT5G65560	267	267	224	258	298	432
AT5G65570	58	66	66	57	57	57
AT5G65575	269	307	238	173	201	251
AT5G65580	187	206	139	115	128	157
AT5G65590	66	112	78	101	77	133
AT5G65600	222	176	189	162	178	299
AT5G65609	56	63	65	27	44	28
AT5G65610	297	283	257	180	124	207
AT5G65613	281	271	248	174	121	200
AT5G65615	0	1	2	0	0	0
AT5G65620	3493	4202	3440	2485	2111	3520
AT5G65630	2872	3818	3295	2820	2999	3627
AT5G09405	21	27	14	31	20	30
AT5G65640	612	792	542	451	618	846
AT5G65650	247	314	254	301	316	340
AT5G65660	597	535	535	1761	2562	3073
AT5G09415	0	0	0	0	0	0
AT5G09425	0	0	0	0	0	0
AT5G65670	4247	4736	3952	3098	3236	4273
AT5G65683	378	441	500	222	165	266
AT5G65690	1	1	1	3	3	10
AT5G65687	237	256	220	151	125	206
AT5G65685	493	559	447	342	336	423
AT5G09435	18	16	19	19	19	20
AT5G65700	1575	2157	1730	1237	1373	1682
AT5G09455	0	0	0	0	0	0
AT5G09465	1	0	1	1	0	0
AT5G09475	4	4	0	1	1	2
AT5G65710	246	379	286	206	212	235
AT5G65720	2715	3485	2605	3147	2931	4728
AT5G65730	421	634	588	636	546	644
AT5G65740	100	105	102	65	61	55
AT5G65750	3132	3605	2958	2257	1879	3539
AT5G65760	735	868	652	430	396	575
AT5G65780	3064	3744	2894	2720	2551	3932
AT5G65770	2132	2687	1983	2029	1902	3087
AT5G65790	153	166	145	79	125	138
AT5G65800	0	0	0	0	2	1
AT5G65810	454	521	464	457	418	458
AT5G65820	82	88	76	71	71	72
AT5G65830	71	100	70	94	105	117
AT5G65840	1067	1203	999	490	409	595
AT5G65850	41	58	41	68	70	92
AT5G65860	245	281	256	633	772	1023
AT5G09495	18	17	13	15	15	33
AT5G09505	67	56	41	43	46	46
AT5G09515	67	55	40	41	45	44
AT5G65870	143	126	122	52	59	87
AT5G65880	84	107	84	184	173	195
AT5G65890	88	100	128	79	76	86
AT5G65900	520	589	500	1110	1208	1592
AT5G65910	1565	1756	1393	616	586	940
AT5G65920	402	386	330	381	332	746
AT5G65925	235	186	129	78	81	119
AT5G65930	897	1043	889	672	707	1014
AT5G65940	1077	1205	1006	816	794	1006
AT5G65950	2131	2603	2065	1883	1692	2763
AT5G65960	966	1175	924	605	599	855
AT5G09535	436	558	439	300	310	436
AT5G65970	309	283	218	198	226	320
AT5G09545	0	0	0	0	0	0
AT5G09555	0	0	0	0	0	0
AT5G65980	16	7	9	957	1060	2188
AT5G65990	486	688	635	553	419	649
AT5G66000	52	61	52	95	92	96
AT5G66005	72	98	86	58	73	73
AT5G66010	393	455	348	529	468	610
AT5G66020	5	4	1	0	0	1
AT5G66030	2131	2259	1934	1474	1458	2018
AT5G66040	2439	1883	2168	1199	860	1264
AT5G66045	4	2	5	2	2	5
AT5G66050	582	681	615	321	278	398
AT5G66052	214	160	174	107	105	222
AT5G09565	78	49	58	40	40	68
AT5G66053	59	56	57	44	45	77
AT5G66055	747	831	742	546	597	735
AT5G66060	409	483	423	389	368	493
AT5G66070	378	310	249	245	291	443
AT5G66080	61	67	52	39	54	91
AT5G66090	368	440	340	488	402	453
AT5G66100	439	493	397	800	771	1132
AT5G66110	29	21	15	15	17	23
AT5G66120	2756	3304	2488	2012	1683	2630
AT5G66130	153	210	153	155	146	166
AT5G66140	1069	1100	1009	973	847	1145
AT5G66150	2	5	1	0	1	6
AT5G66160	801	921	732	339	350	523
AT5G66170	1424	1608	1109	472	573	834
AT5G66180	565	579	561	307	286	341
AT5G66190	3665	3792	4317	2298	1925	2283
AT5G66200	2337	2540	2343	1935	1828	2949
AT5G66210	1639	1633	1488	1069	1278	1839
AT5G66230	137	147	154	104	118	108
AT5G66220	0	1	4	1	1	2
AT5G66240	1018	1015	893	726	867	966
AT5G66250	1073	1258	1000	381	350	645
AT5G66260	2	1	0	0	0	0
AT5G66270	60	72	51	82	78	136
AT5G09595	130	163	96	77	88	132
AT5G66280	130	163	97	79	90	132
AT5G66290	267	317	219	177	190	255
AT5G66300	25	27	23	16	16	18
AT5G66310	940	1014	908	640	631	736
AT5G66320	551	825	663	486	454	629
AT5G66330	56	74	63	37	46	40
AT5G66335	18	29	15	11	10	10
AT5G66340	6	10	10	4	1	6
AT5G66350	164	183	176	208	196	249
AT5G09605	0	0	0	0	0	0
AT5G09615	0	0	0	0	0	0
AT5G66360	284	294	270	120	101	153
AT5G66370	0	0	0	1	1	1
AT5G66380	166	192	164	114	124	169
AT5G66390	165	101	94	43	33	112
AT5G66400	37	109	60	87	49	44
AT5G66410	362	443	369	387	447	494
AT5G66420	1495	1828	1566	827	704	1080
AT5G66430	0	0	0	0	0	0
AT5G66440	860	887	542	279	342	421
AT5G66450	211	225	187	126	115	175
AT5G66460	277	388	315	286	264	352
AT5G66470	352	342	348	279	321	341
AT5G66480	314	207	154	121	129	290
AT5G66490	400	295	272	122	94	156
AT5G66500	18	50	26	25	28	42
AT5G66510	1500	1724	1363	1240	1301	1758
AT5G66530	331	357	357	702	627	902
AT5G66520	33	31	26	34	25	32
AT5G66535	0	0	0	0	0	0
AT5G66540	442	571	418	1705	1948	2490
AT5G66550	116	146	132	104	127	119
AT5G66558	685	786	677	479	496	640
AT5G66560	679	783	671	475	494	638
AT5G66562	7	4	1	7	2	5
AT5G66564	19	12	11	7	6	15
AT5G66567	0	1	0	1	3	0
AT5G66568	0	0	0	0	0	0
AT5G66570	17499	17089	21580	12266	10867	10604
AT5G66580	12	16	19	20	17	24
AT5G66590	42	54	52	51	60	54
AT5G66600	174	165	137	85	79	117
AT5G66595	7	5	12	5	14	10
AT5G09635	3	1	5	1	7	5
AT5G66607	19	16	12	8	14	9
AT5G66610	130	129	93	67	79	102
AT5G09645	7	10	9	2	5	14
AT5G66620	445	445	408	243	271	460
AT5G66630	807	904	697	519	499	948
AT5G66631	29	37	36	35	47	54
AT5G66640	369	433	396	161	212	346
AT5G66650	124	70	93	104	148	226
AT5G09665	0	1	2	2	5	5
AT5G66658	90	73	63	52	78	103
AT5G66660	3	4	4	0	2	5
AT5G66670	64	83	60	44	54	61
AT5G09675	8	3	3	4	7	9
AT5G66675	1010	896	794	410	463	812
AT5G66680	2000	2499	2007	2385	2299	3420
AT5G66690	974	1072	1224	298	330	532
AT5G66700	19	15	12	6	2	5
AT5G66710	6	5	9	1	8	3
AT5G66720	863	1099	843	893	882	1121
AT5G09685	186	236	161	160	161	231
AT5G66730	1534	1717	1336	868	921	1477
AT5G09695	0	0	0	0	0	0
AT5G66740	3	6	5	6	3	3
AT5G66750	140	109	159	108	112	137
AT5G66755	0	0	0	0	0	0
AT5G66760	8700	10603	7777	6943	5574	10745
AT5G09705	1	0	0	0	0	0
AT5G66770	473	611	552	577	530	841
AT5G66780	2	0	6	2	2	3
AT5G66790	385	288	310	100	121	203
AT5G66800	43	72	88	74	64	81
AT5G66810	652	756	556	464	482	660
AT5G66815	3	5	3	1	4	2
AT5G09715	0	0	0	0	0	0
AT5G66816	54	142	83	78	121	152
AT5G66817	0	0	0	0	0	0
AT5G09735	2	0	1	2	4	1
AT5G09765	0	0	0	0	0	1
AT5G09775	0	0	0	0	0	0
AT5G66820	724	1059	826	478	491	645
AT5G66830	17	22	4	12	13	21
AT5G66840	29	50	36	23	32	36
AT5G66850	981	1184	961	391	370	510
AT5G66860	706	809	628	864	759	1115
AT5G66870	83	113	69	44	48	65
AT5G66880	579	707	564	246	224	382
AT5G09785	61	82	74	26	28	37
AT5G66890	13	4	6	9	8	50
AT5G66900	634	631	547	377	354	557
AT5G66910	772	957	713	363	443	732
AT5G66920	429	339	349	414	506	827
AT5G66930	581	659	482	206	239	313
AT5G66940	17	12	21	15	16	21
AT5G66950	731	947	697	600	571	955
AT5G66960	49	67	65	94	136	107
AT5G09815	10	11	11	14	12	9
AT5G66970	10	12	12	19	9	22
AT5G66980	3	5	4	5	6	5
AT5G66985	128	42	34	67	271	131
AT5G66990	0	0	0	0	0	0
AT5G67000	0	0	0	0	0	0
AT5G67010	0	0	0	0	0	0
AT5G67020	130	107	72	35	29	49
AT5G67030	4419	5043	4443	2243	1736	2924
AT5G67040	0	0	0	1	0	0
AT5G67050	4	6	3	2	1	1
AT5G67060	73	60	64	10	4	51
AT5G67070	696	881	830	837	641	815
AT5G67080	39	51	27	48	160	196
AT5G67090	25	31	19	12	17	21
AT5G67100	408	500	419	375	373	415
AT5G67110	131	161	136	138	138	134
AT5G67120	1	0	0	0	0	0
AT5G67130	688	767	633	527	536	643
AT5G67140	372	499	380	126	116	197
AT5G67150	152	152	134	127	100	128
AT5G67160	308	495	365	215	176	254
AT5G67170	211	237	202	169	185	201
AT5G67180	120	161	138	56	47	76
AT5G09825	0	0	0	0	0	0
AT5G09835	0	0	0	0	0	0
AT5G67190	80	89	78	61	73	120
AT5G67200	257	400	348	310	342	322
AT5G67210	94	193	141	76	101	75
AT5G67220	1063	1182	1000	1362	1495	2016
AT5G67230	146	217	172	163	144	193
AT5G09845	37	61	43	24	20	28
AT5G67240	606	672	517	1579	1804	2510
AT5G67245	129	123	95	82	91	131
AT5G67250	1410	1674	1185	1122	1039	1564
AT5G67260	695	709	571	434	554	625
AT5G67265	0	0	2	0	2	1
AT5G67270	73	85	85	42	60	62
AT5G67280	688	1054	1051	671	596	758
AT5G67290	400	468	367	263	265	414
AT5G67300	4742	5991	5085	5853	5010	8144
AT5G09855	1443	1781	1581	1742	1321	2412
AT5G67310	280	385	244	205	235	359
AT5G09865	45	68	30	31	35	44
AT5G67320	1152	1410	1057	953	942	1232
AT5G67330	990	1445	1003	794	803	1075
AT5G67340	1641	1177	855	509	604	1449
AT5G67350	397	439	391	427	442	627
AT5G67360	4525	7048	5448	2916	2456	4085
AT5G09875	0	0	0	0	0	0
AT5G67370	407	572	468	362	223	343
AT5G67380	1066	1110	988	745	767	1073
AT5G67385	1229	1034	1230	808	679	920
AT5G67390	86	55	62	80	79	116
AT5G09885	0	0	0	0	0	0
AT5G09895	0	0	0	0	0	0
AT5G67400	34	29	22	24	21	15
AT5G67410	18	25	17	15	13	17
AT5G67411	2	6	1	1	6	6
AT5G67420	216	126	277	5100	5208	8033
AT5G09915	0	0	0	3	5	5
AT5G67430	31	17	43	4	10	12
AT5G67440	420	387	327	482	536	749
AT5G67450	506	269	159	71	120	252
AT5G67460	79	107	81	60	90	74
AT5G67455	2	0	2	0	0	0
AT5G67470	1594	2039	1639	1685	1717	2488
AT5G67480	1933	2540	1763	2259	2552	3367
AT5G67488	1029	998	969	672	564	781
AT5G67490	1029	998	971	670	564	781
AT5G67500	2746	3204	2463	2696	2290	3984
AT5G67510	1201	1205	1029	2507	2720	3352
AT5G67520	492	490	303	103	122	158
AT5G67530	592	732	560	476	446	626
AT5G67540	748	927	703	692	671	1105
AT5G09925	36	64	37	26	27	53
AT5G67550	21	23	14	19	11	23
AT5G67560	1334	1513	1304	838	817	1283
AT5G67570	320	453	327	321	310	391
AT5G67580	579	567	462	397	412	559
AT5G67590	1809	1994	1477	1357	1369	1926
AT5G67600	1809	1721	1067	1190	1111	1941
AT5G67610	256	303	251	231	256	301
AT5G67620	8	15	10	17	12	15
AT5G09945	0	0	0	0	0	0
AT5G67630	566	711	580	979	950	1368
AT5G67640	87	71	60	53	77	75
AT5G09955	0	0	0	0	0	0
AT5G09965	0	0	0	0	0	0
AT3G01015	2	3	0	4	8	9
AT3G01010	0	0	0	0	0	0
AT3G01020	0	0	0	0	0	1
AT3G01030	0	0	0	0	0	0
AT3G01040	660	774	627	730	710	1294
AT3G01050	480	469	387	323	315	436
AT3G00970	25	30	13	18	13	29
AT3G01060	894	901	883	679	582	768
AT3G01070	13	9	12	12	6	7
AT3G01080	76	91	82	73	57	110
AT3G01085	0	0	0	1	6	1
AT3G01090	1193	1539	1164	598	518	863
AT3G01100	845	1084	847	432	361	654
AT3G01120	9158	8282	8328	6928	6244	9004
AT3G01130	940	1004	876	839	767	1113
AT3G01140	112	190	171	95	104	143
AT3G01142	111	186	169	92	103	141
AT3G00975	0	0	0	0	0	0
AT3G01150	619	681	626	467	461	686
AT3G01160	667	857	717	1866	1917	2769
AT3G01170	552	546	454	303	287	449
AT3G01175	58	79	58	8	13	30
AT3G01180	643	838	663	406	346	420
AT3G01185	0	0	0	0	0	0
AT3G01190	145	54	71	71	102	88
AT3G01200	505	572	477	358	345	429
AT3G01202	475	545	434	324	317	393
AT3G01210	270	290	289	151	113	160
AT3G01220	67	86	58	44	48	83
AT3G01230	0	0	0	0	1	0
AT3G01240	0	0	0	0	0	0
AT3G01250	0	0	0	0	0	0
AT3G01260	3	0	2	0	9	5
AT3G01270	0	0	0	0	0	0
AT3G01280	4733	5355	4372	5134	5328	7518
AT3G01290	12229	8578	8572	5215	5151	8770
AT3G01300	387	472	402	223	226	307
AT3G01310	1889	2407	1969	927	887	1507
AT3G01311	0	1	1	1	1	0
AT3G01313	8	10	9	6	3	6
AT3G01316	4	5	5	4	4	2
AT3G00980	2	4	8	6	6	7
AT3G00985	4	3	6	7	8	9
AT3G01320	1704	2073	1504	1189	1250	1861
AT3G01319	59	94	63	36	27	70
AT3G01322	0	0	0	0	0	0
AT3G01326	0	0	0	0	0	0
AT3G01327	0	0	0	0	0	0
AT3G01328	0	0	0	0	0	0
AT3G01329	0	0	0	0	0	0
AT3G01331	0	0	0	0	0	0
AT3G01323	0	0	0	0	0	0
AT3G01324	0	0	0	0	0	0
AT3G01325	0	0	0	0	0	0
AT3G01330	31	16	33	25	26	23
AT3G01340	1655	2011	1635	1282	1199	1946
AT3G01345	390	239	377	581	506	694
AT3G00995	0	0	0	0	0	0
AT3G01350	204	171	177	183	162	279
AT3G01360	414	446	371	334	313	474
AT3G01005	90	100	70	62	51	80
AT3G01370	1068	1171	1069	591	614	729
AT3G01380	420	537	440	407	418	645
AT3G01390	1974	2044	1836	1397	1159	1759
AT3G01400	728	763	668	386	343	607
AT3G01410	71	93	78	72	62	75
AT3G01415	0	0	0	0	0	0
AT3G01025	0	0	0	0	0	0
AT3G01420	2379	1671	1523	650	755	2228
AT3G01430	122	148	128	141	147	198
AT3G01435	169	192	146	196	196	254
AT3G01440	26	17	29	37	19	28
AT3G01450	109	147	134	56	57	50
AT3G01460	1080	1473	1046	919	963	1459
AT3G01470	5736	6087	4940	2953	3044	5410
AT3G01035	664	609	567	341	361	618
AT3G01475	2310	2337	2001	1141	1219	2072
AT3G01480	643	509	614	505	516	495
AT3G01490	662	509	485	477	419	608
AT3G01500	940	309	686	196	77	101
AT3G01510	140	184	170	115	129	134
AT3G01513	12	21	9	15	19	20
AT3G01516	4	3	0	2	6	5
AT3G01520	1352	1500	1262	901	751	1163
AT3G01530	5	13	11	11	6	14
AT3G01540	6370	7001	5563	6095	6194	9757
AT3G01550	88	97	125	56	51	57
AT3G01560	957	1148	1003	628	610	885
AT3G01570	5	7	10	10	9	16
AT3G01572	4	0	2	1	1	2
AT3G01580	22	32	26	12	28	18
AT3G01590	623	812	588	561	486	781
AT3G01600	22	15	14	19	35	39
AT3G01610	403	587	411	597	629	871
AT3G01620	7	6	4	12	21	26
AT3G01045	6	6	2	11	18	18
AT3G01630	2	1	3	0	1	6
AT3G01640	379	378	361	376	335	529
AT3G01650	530	544	460	254	282	424
AT3G01660	57	46	55	42	40	38
AT3G01670	658	970	765	680	608	664
AT3G01680	516	625	486	448	454	485
AT3G01690	2673	2564	2489	1285	1164	1537
AT3G01700	1	0	0	3	1	0
AT3G01705	3	0	1	0	0	0
AT3G01710	70	53	44	25	24	24
AT3G01720	1486	1428	1154	1087	1014	1769
AT3G01730	3	0	0	1	2	0
AT3G01740	976	1129	901	885	933	1218
AT3G01750	245	387	282	244	193	260
AT3G01760	10	4	6	3	0	3
AT3G01770	1060	1059	936	603	715	880
AT3G01780	2086	2533	1960	1771	1504	2612
AT3G01790	980	1050	939	1056	1221	1368
AT3G01800	383	414	291	434	498	590
AT3G01810	660	824	743	375	367	386
AT3G01820	570	545	464	1199	1142	1663
AT3G01055	120	79	89	79	70	137
AT3G01830	315	203	194	186	189	353
AT3G01840	37	39	32	17	17	27
AT3G01850	866	840	716	600	569	773
AT3G01860	837	902	899	554	475	696
AT3G01870	1	2	1	2	3	2
AT3G01880	0	0	0	1	0	0
AT3G01890	111	129	117	95	121	161
AT3G01900	6	11	6	3	5	5
AT3G01910	2744	3122	2834	2107	1824	2788
AT3G01920	212	209	237	164	154	193
AT3G01930	891	1235	955	729	730	1222
AT3G01065	85	134	85	98	102	129
AT3G01940	18	13	8	16	12	14
AT3G01960	77	75	59	76	72	87
AT3G01950	73	70	53	72	69	86
AT3G01961	0	0	1	0	0	0
AT3G01970	1208	940	574	419	507	787
AT3G01980	531	466	343	207	227	250
AT3G01990	438	366	254	93	130	158
AT3G02000	33	33	20	20	18	21
AT3G02020	939	619	801	384	379	424
AT3G02010	41	50	36	42	55	65
AT3G02030	117	92	118	93	111	118
AT3G02040	93	71	87	69	75	79
AT3G02050	974	1253	1029	569	556	844
AT3G02060	475	633	484	477	558	728
AT3G02065	350	348	318	263	300	390
AT3G02070	377	310	282	298	303	473
AT3G02080	3741	3983	3397	4221	4276	5408
AT3G02090	9643	11197	9088	8605	7546	13341
AT3G02100	15	13	4	0	0	10
AT3G02110	759	840	835	667	607	781
AT3G01075	0	0	0	0	0	0
AT3G02120	114	70	80	55	78	76
AT3G02125	1	1	0	1	0	1
AT3G02130	795	987	706	520	590	888
AT3G02140	267	302	238	254	317	398
AT3G01095	0	0	0	0	0	0
AT3G02150	503	553	397	361	308	495
AT3G02160	127	160	112	116	117	127
AT3G02170	1053	1252	1047	561	532	661
AT3G02180	907	1085	938	449	383	543
AT3G02190	541	509	425	812	897	1151
AT3G02200	1495	1566	1348	1825	1985	2899
AT3G02210	113	129	104	108	132	164
AT3G02220	962	1147	907	1402	1386	1774
AT3G02230	5793	4792	3748	5266	4192	8433
AT3G02240	529	167	134	54	62	139
AT3G02242	12	5	6	1	2	1
AT3G02245	0	0	0	0	1	0
AT3G01105	0	0	0	0	0	0
AT3G02250	674	971	836	589	472	608
AT3G02255	46	53	59	29	22	43
